20150921-1311,86.36%
20150922-1245,86.36%
20150923-0927,86.36%
20150925-0934,86.36%
20150930-0946,22.73%
20150930-1757,22.73%
20150930-2127,22.73%
20151003-1602,68.18%
20151006-1314,86.36%
20151009-1735,100.00%
20151014-1050,86.36%
20151015-1001,100.00%
20151016-1607,100.00%
20151019-1653,100.00%
20151021-1110,100.00%
20151021-1251,100.00%
20151026-1704,20.00%
20151027-0953,100.00%
20151028-1437,100.00%
20151028-1753,100.00%
20151029-1031,100.00%
20151030-0753,100.00%
20151104-1629,68.18%
20151106-1408,100.00%
20151106-1656,100.00%
20151111-1203,100.00%
20151112-0738,100.00%
20151112-1308,100.00%
20151112-1501,100.00%
20151113-0847,95.45%
20151116-1601,100.00%
20151116-1714,100.00%
20151117-1605,100.00%
20151119-1450,100.00%
20151121-1033,100.00%
20151122-0703,100.00%
20151125-1025,100.00%
20151130-1240,100.00%
20151130-1447,100.00%
20151201-0711,100.00%
20151201-1019,100.00%
20151202-0941,100.00%
20151202-1342,100.00%
20151202-1601,81.82%
20151204-1157,81.82%
20151204-1851,81.82%
20151205-0757,100.00%
20151206-1924,100.00%
20151208-0808,100.00%
20151208-0949,100.00%
20151209-0724,100.00%
20151209-1516,100.00%
20151211-1022,100.00%
20151214-0554,100.00%
20151215-1519,0.00%
20151216-1420,100.00%
20151221-0337,100.00%
20151222-1231,100.00%
20151225-0719,90.91%
20151231-0947,100.00%
20160104-1624,47.83%
20160104-1836,100.00%
20160105-0736,100.00%
20160106-1152,100.00%
20160107-0835,100.00%
20160107-1433,100.00%
20160111-1433,78.26%
20160112-1423,100.00%
20160118-0944,95.45%
20160118-1348,95.45%
20160118-1726,95.45%
20160118-2147,100.00%
20160121-1125,100.00%
20160129-1254,100.00%
20160201-2043,100.00%
20160205-0840,100.00%
20160205-1001,100.00%
20160208-1020,100.00%
20160210-1819,100.00%
20160211-1744,100.00%
20160212-1509,100.00%
20160212-1800,100.00%
20160215-1215,100.00%
20160215-1451,100.00%
20160216-0926,100.00%
20160216-1215,100.00%
20160216-1740,100.00%
20160218-1039,100.00%
20160222-1719,100.00%
20160223-0956,100.00%
20160223-1308,100.00%
20160225-0712,100.00%
20160225-1216,100.00%
20160229-0904,100.00%
20160301-1349,0.00%
20160301-2355,100.00%
20160302-0705,0.00%
20160302-1009,100.00%
20160303-0014,81.82%
20160304-2307,100.00%
20160306-1529,100.00%
20160306-1811,100.00%
20160306-2158,100.00%
20160308-1524,100.00%
20160309-1130,100.00%
20160309-1635,100.00%
20160310-0849,100.00%
20160310-1244,100.00%
20160310-2123,100.00%
20160311-1254,100.00%
20160311-2313,100.00%
20160314-0907,100.00%
20160315-0952,100.00%
20160315-1244,91.30%
20160315-1355,100.00%
20160316-0513,100.00%
20160316-0935,100.00%
20160316-1336,100.00%
20160317-1733,100.00%
20160318-1004,100.00%
20160318-1536,100.00%
20160320-0940,100.00%
20160320-1143,100.00%
20160320-1857,100.00%
20160321-0707,100.00%
20160321-1121,100.00%
20160323-1032,100.00%
20160323-2354,100.00%
20160324-0530,100.00%
20160324-1334,100.00%
20160324-2322,100.00%
20160325-1337,100.00%
20160325-1633,100.00%
20160328-1557,100.00%
20160328-1852,100.00%
20160329-1621,100.00%
20160329-2140,100.00%
20160330-1041,100.00%
20160401-1325,100.00%
20160402-0941,100.00%
20160402-1128,100.00%
20160403-0536,100.00%
20160404-1324,100.00%
20160404-1533,100.00%
20160404-1639,100.00%
20160404-2146,100.00%
20160405-0752,100.00%
20160405-1004,100.00%
20160405-1557,100.00%
20160405-2226,100.00%
20160406-0027,100.00%
20160407-0646,100.00%
20160407-0918,100.00%
20160407-1225,100.00%
20160407-1456,100.00%
20160407-1631,100.00%
20160408-1042,100.00%
20160408-1151,100.00%
20160408-2304,100.00%
20160409-2205,100.00%
20160410-1415,100.00%
20160410-1621,100.00%
20160410-2126,100.00%
20160411-0634,100.00%
20160411-0748,100.00%
20160411-1605,100.00%
20160412-1225,0.00%
20160412-1613,100.00%
20160412-1759,100.00%
20160414-0806,100.00%
20160414-1207,100.00%
20160416-0952,100.00%
20160416-1828,100.00%
20160417-1527,100.00%
20160417-1844,100.00%
20160417-2118,100.00%
20160418-0802,100.00%
20160418-0941,0.00%
20160419-2017,100.00%
20160420-0808,100.00%
20160420-2147,78.26%
20160421-1325,100.00%
20160421-1937,100.00%
20160422-1815,100.00%
20160425-0043,100.00%
20160425-0954,100.00%
20160425-1321,100.00%
20160425-2257,11.11%
20160426-1502,100.00%
