20150624-1018,0.00%
20150624-1143,0.00%
20150624-1620,0.00%
20150625-1605,0.00%
20150626-1215,0.00%
20150629-1331,95.45%
20150629-1439,72.73%
20150629-1614,2.70%
20150701-1147,68.18%
20150701-1410,63.64%
20150701-1529,68.18%
20150709-1128,58.33%
20150729-1028,68.00%
20150814-0952,100.00%
20150817-1848,100.00%
20150818-1201,100.00%
20150819-0831,100.00%
20150826-1349,90.91%
20150827-1258,100.00%
20150828-0913,95.45%
20150831-1408,6.67%
20150911-1414,95.45%
20150913-0513,95.45%
20150914-0900,95.45%
20150914-1519,95.45%
20150915-1006,68.18%
20150915-1230,95.45%
20150915-1955,90.91%
20150916-1345,95.45%
20150921-1624,100.00%
20150922-1420,100.00%
20150922-1645,68.18%
20150923-1246,68.18%
20150923-1927,0.00%
20150924-1050,0.00%
20150924-1429,68.18%
20150924-1552,100.00%
20150925-1034,86.36%
20150925-1349,100.00%
20150928-0613,95.45%
20150928-1556,63.64%
20150930-0532,0.00%
20150930-0732,90.91%
20150930-1047,18.18%
20150930-1637,22.73%
20151002-1558,90.91%
20151005-0633,86.36%
20151007-0951,81.82%
20151008-0457,86.36%
20151009-2250,86.36%
20151010-1029,86.36%
20151012-0640,86.36%
20151012-0847,86.36%
20151013-0947,69.57%
20151014-1108,72.73%
20151014-1318,0.00%
20151015-0924,7.14%
20151015-1040,55.56%
20151016-1151,86.36%
20151019-0536,86.36%
20151022-1213,86.36%
20151022-1942,86.36%
20151023-0922,86.36%
20151027-0015,86.36%
20151027-1514,86.36%
20151027-1645,86.36%
20151029-1132,81.82%
20151029-1446,100.00%
20151103-1138,0.00%
20151103-1654,86.36%
20151104-1151,86.36%
20151104-2039,86.36%
20151104-2333,86.36%
20151105-0928,63.64%
20151105-1432,86.36%
20151112-1449,100.00%
20151112-1840,100.00%
20151118-1445,100.00%
20151119-1015,100.00%
20151120-0108,0.00%
20151120-0108,0.00%
20151120-1042,100.00%
20151122-1215,100.00%
20151124-1456,100.00%
20151203-1215,100.00%
20151203-1527,100.00%
20151204-1803,100.00%
20151206-1756,100.00%
20151207-1344,100.00%
20151208-1935,100.00%
20151209-0557,100.00%
20151210-1300,100.00%
20151210-1643,100.00%
20151210-2121,100.00%
20151216-0854,0.00%
20151216-1147,0.00%
20160108-1020,95.45%
20160111-1137,100.00%
20160112-0534,100.00%
20160113-0924,100.00%
20160115-0812,100.00%
20160122-0632,100.00%
20160122-1113,100.00%
20160122-1434,100.00%
20160126-1036,100.00%
20160127-0737,100.00%
20160127-1142,100.00%
20160219-0646,100.00%
20160223-0515,100.00%
20160418-1042,100.00%
20160502-1336,71.88%
20160503-1006,75.00%
20160504-0642,100.00%
20160525-1256,100.00%
20160601-0718,100.00%
