20150619-0838,100.00%
20150622-1442,100.00%
20150623-0953,0.00%
20150623-1215,0.00%
20150626-1125,0.00%
20150627-1107,100.00%
20150701-0841,63.64%
20150701-1111,81.82%
20150701-1548,95.45%
20150702-0526,95.45%
20150702-0807,0.00%
20150702-1115,0.00%
20150706-1331,0.00%
20150707-0906,48.00%
20150707-1516,58.33%
20150708-1018,48.00%
20150708-1403,58.33%
20150709-0943,0.00%
20150709-1600,60.87%
20150715-0845,41.18%
20150723-1535,64.00%
20150724-1531,81.82%
20150727-1001,81.82%
20150727-1404,95.45%
20150729-0921,100.00%
20150729-1648,100.00%
20150731-0949,100.00%
20150803-0522,100.00%
20150803-1043,100.00%
20150803-1537,100.00%
20150804-1108,100.00%
20150805-1636,100.00%
20150807-1357,100.00%
20150817-1118,100.00%
20150829-1946,100.00%
