20150922-0830,86.36%
20150923-1249,86.36%
20150930-0829,86.36%
20150930-1256,0.00%
20151005-1009,86.36%
20151006-1242,90.91%
20151006-1559,100.00%
20151008-0932,100.00%
20151009-0838,100.00%
20151009-1110,100.00%
20151012-1233,90.91%
20151016-1015,95.45%
20151016-1625,100.00%
20151019-1143,100.00%
20151020-1036,100.00%
20151021-0945,100.00%
20151021-1809,100.00%
20151023-0911,100.00%
20151026-0947,100.00%
20151027-1315,100.00%
20151028-0832,100.00%
20151028-1200,100.00%
20151029-0739,100.00%
20151104-0706,68.18%
20151104-1028,68.18%
20151105-0704,68.18%
20151105-1731,100.00%
20151106-1525,100.00%
20151109-1153,0.00%
20151109-1806,0.00%
20151110-1115,95.45%
20151110-1622,95.45%
20151111-0729,100.00%
20151111-0940,100.00%
20151112-1321,100.00%
20151113-1726,0.00%
20151120-1539,100.00%
20151121-1034,100.00%
20151123-1021,100.00%
20151123-1151,100.00%
20151124-1041,100.00%
20151125-1256,100.00%
20151126-0823,100.00%
20151130-1352,100.00%
20151201-0748,100.00%
20151201-1033,100.00%
20151202-1150,100.00%
20151202-1437,100.00%
20151202-1601,100.00%
20151203-0940,100.00%
20151203-1115,100.00%
20151204-1008,100.00%
20151204-1706,100.00%
20151207-1432,100.00%
20151208-0942,100.00%
20151208-1401,59.09%
20151209-0757,100.00%
20151210-1228,100.00%
20151216-0915,100.00%
20151217-0916,100.00%
20151217-1017,100.00%
20151221-0501,100.00%
20151222-0946,100.00%
20151228-0755,100.00%
20160104-0958,95.45%
20160105-1614,100.00%
20160105-1917,100.00%
20160106-1156,95.45%
20160112-1553,95.45%
20160112-2155,100.00%
20160115-1423,100.00%
20160121-1637,100.00%
20160122-1408,100.00%
20160126-1539,100.00%
20160127-1434,100.00%
20160128-1121,100.00%
20160129-1354,100.00%
20160201-1156,72.00%
20160201-1946,72.00%
20160202-0932,100.00%
20160202-1221,100.00%
20160202-1333,100.00%
20160205-1437,100.00%
20160208-0814,100.00%
20160212-0706,100.00%
20160212-1259,100.00%
20160216-0750,100.00%
20160216-2009,100.00%
20160217-2054,100.00%
20160221-0916,100.00%
20160222-0742,100.00%
20160225-0710,100.00%
20160225-0927,100.00%
20160225-1701,100.00%
20160226-0936,100.00%
20160226-1205,100.00%
20160226-1541,100.00%
20160229-0707,100.00%
20160229-2110,100.00%
20160415-1338,100.00%
20160416-0849,100.00%
20160416-1407,100.00%
20160418-1620,100.00%
20160420-1212,100.00%
20160420-1734,78.26%
20160422-1653,100.00%
20160425-1145,100.00%
20160425-1541,100.00%
20160425-1750,100.00%
20160426-0929,11.11%
20160426-1908,100.00%
20160427-0623,100.00%
20160427-1705,95.45%
20160428-1038,100.00%
20160428-1611,100.00%
20160428-1745,100.00%
20160429-0917,100.00%
20160429-1125,100.00%
20160501-0005,100.00%
20160502-0859,100.00%
20160502-1656,100.00%
20160502-2325,100.00%
20160504-0345,100.00%
20160504-1549,100.00%
20160505-1046,100.00%
20160507-0821,100.00%
20160509-1559,100.00%
20160510-1318,95.45%
20160511-0706,95.45%
20160511-1716,100.00%
20160514-0858,100.00%
20160514-1119,100.00%
20160514-1703,100.00%
20160514-2247,100.00%
20160517-0924,100.00%
20160518-0038,100.00%
20160527-1050,100.00%
20160531-1604,100.00%
20160606-1439,100.00%
20160610-0601,100.00%
20160620-1416,100.00%
20160621-1642,100.00%
20160623-0056,100.00%
20160623-1327,100.00%
20160624-0820,100.00%
20160625-0828,100.00%
20160625-1621,100.00%
20160625-1807,100.00%
20160711-1218,0.00%
20160711-1702,100.00%
20160712-0820,100.00%
20160712-1018,100.00%
20160715-1407,100.00%
20160718-1251,100.00%
20160719-1420,100.00%
20160719-1611,100.00%
20160719-1949,100.00%
20160721-2311,100.00%
20160727-1240,0.00%
20160727-1602,100.00%
20160805-1024,100.00%
20160808-1919,100.00%
20160811-1140,100.00%
20160818-1033,100.00%
20160822-1245,100.00%
20160825-1222,100.00%
20160830-1622,100.00%
20160905-0927,100.00%
20160908-2114,100.00%
20160911-0548,100.00%
20160913-0725,84.62%
20160913-1545,100.00%
20160916-1641,100.00%
20160917-0950,100.00%
20160921-1629,100.00%
20160922-1247,100.00%
20160927-2117,100.00%
20160928-1809,100.00%
20160930-1533,100.00%
20161010-1434,100.00%
20161013-0441,100.00%
20161013-2008,100.00%
20161015-1836,100.00%
20161021-0502,100.00%
20161101-1620,100.00%
20161107-1010,100.00%
20161108-0640,100.00%
20161111-0815,46.34%
20161112-1006,100.00%
20161112-1402,100.00%
20161113-0423,100.00%
20161118-1302,100.00%
20161124-1306,100.00%
20161129-0528,86.36%
20161208-0733,100.00%
20161226-0824,100.00%
20161229-0614,100.00%
20170115-1010,100.00%
20170117-0004,100.00%
20170210-1019,100.00%
20170215-1340,100.00%
20170215-2236,100.00%
20170216-1047,100.00%
20170223-1644,100.00%
20170226-0617,100.00%
20170306-1003,100.00%
20170310-1154,100.00%
20170322-1819,100.00%
20170328-1411,100.00%
20170329-1808,100.00%
20170426-0703,100.00%
20170426-1529,100.00%
20170428-1052,100.00%
20170501-1303,68.00%
20170518-0941,100.00%
20170526-1039,100.00%
20170620-0641,100.00%
20170719-1042,100.00%
20170727-0800,100.00%
20170730-0238,100.00%
20170730-0633,100.00%
20170804-1156,93.75%
20170813-0908,100.00%
20170831-1600,100.00%
20170911-1415,100.00%
20170913-1719,100.00%
20170914-0747,100.00%
20170914-1637,100.00%
20171009-1713,100.00%
20171022-1919,100.00%
20171022-2303,95.45%
20171101-1418,100.00%
20171101-1755,100.00%
20171101-2058,100.00%
20171125-2112,100.00%
20171204-0809,100.00%
20180103-1658,100.00%
20180104-1433,100.00%
20180105-2301,95.45%
20180109-0609,100.00%
20180112-2027,100.00%
20180128-0303,100.00%
20180215-0846,100.00%
20180315-0105,100.00%
20180521-0239,100.00%
20180605-1459,100.00%
20180618-1050,100.00%
20180627-1153,100.00%
20180722-0510,100.00%
20180819-2044,100.00%
20180821-1358,100.00%
20180822-1057,100.00%
20180822-1640,100.00%
20180824-0739,100.00%
20180824-0923,100.00%
20180829-0820,100.00%
20180829-1025,100.00%
20180910-0732,100.00%
20180912-0750,100.00%
20181012-0419,100.00%
20181017-1724,100.00%
20181019-0908,100.00%
20181019-1718,100.00%
20181022-0813,100.00%
20181024-1247,100.00%
20181025-0733,100.00%
20181026-1051,100.00%
20181103-1320,100.00%
20181105-1411,100.00%
20181105-1517,100.00%
20181105-1747,100.00%
20181106-1019,100.00%
20181108-0137,100.00%
20181108-1906,100.00%
20181112-0444,100.00%
20190207-1255,100.00%
20190215-0708,100.00%
20190217-1053,100.00%
20190220-1442,100.00%
20190221-1214,100.00%
20190222-0952,100.00%
20190222-1044,100.00%
20190222-1523,95.45%
20190225-1808,100.00%
20190306-2157,100.00%
20190308-1602,100.00%
20190314-1410,100.00%
20190322-0900,100.00%
20190322-1438,100.00%
20190325-1324,100.00%
20190327-1454,100.00%
20190409-1626,100.00%
20190410-1443,0.00%
20190412-0837,100.00%
20190516-0843,100.00%
20190517-1657,100.00%
20190612-0807,100.00%
20190711-1116,100.00%
20190723-1715,100.00%
20190820-1620,100.00%
20190823-1911,100.00%
20190824-2236,100.00%
20190912-1031,100.00%
20190923-1113,100.00%
