20151021-0636,0.00%
20151021-1629,100.00%
20151026-0812,100.00%
20151026-1310,100.00%
20151027-1042,100.00%
20151028-1143,100.00%
20151029-1204,100.00%
20151029-1650,100.00%
20151105-1123,0.00%
20151105-1313,100.00%
20151107-1233,100.00%
20151109-0746,100.00%
20151109-1846,0.00%
20151110-1303,95.45%
20151111-1659,95.45%
20151112-1833,100.00%
20151113-0958,100.00%
20151116-1638,100.00%
20151118-1240,100.00%
20151118-1755,100.00%
20151120-1018,100.00%
20151120-1659,100.00%
20151120-2036,100.00%
20151122-0752,100.00%
20151123-0837,100.00%
20151124-1247,100.00%
20151124-1513,100.00%
20151125-1306,100.00%
20151125-1634,100.00%
20151201-0736,100.00%
20151202-1140,100.00%
20151203-1332,100.00%
20151204-1317,100.00%
20151206-0823,100.00%
20151207-0827,100.00%
20151208-1016,100.00%
20151209-0602,100.00%
20151209-0710,100.00%
20151209-1046,100.00%
20151211-0758,100.00%
20151215-1904,0.00%
20151216-0724,100.00%
20151216-1218,100.00%
20151216-1432,100.00%
20151222-1231,100.00%
20151228-1514,100.00%
20151229-1720,100.00%
20151230-1155,90.91%
20160106-1619,100.00%
20160113-0843,100.00%
20160113-1250,100.00%
20160114-1302,100.00%
20160115-1019,100.00%
20160117-1016,100.00%
20160117-2128,100.00%
20160118-1334,95.45%
20160118-1747,95.45%
20160118-1857,100.00%
20160119-1101,95.45%
20160119-1419,95.45%
20160119-1604,100.00%
20160120-1321,100.00%
20160120-2024,95.45%
20160121-1118,100.00%
20160125-1501,100.00%
20160127-1122,100.00%
20160128-1023,100.00%
20160129-1054,100.00%
20160201-2152,100.00%
20160202-0913,100.00%
20160203-1923,100.00%
20160205-0805,100.00%
20160205-0907,100.00%
20160209-1102,100.00%
20160209-1302,100.00%
20160211-0812,100.00%
20160211-1413,100.00%
20160212-1620,100.00%
20160213-1019,100.00%
20160213-1644,100.00%
20160216-1055,100.00%
20160217-1441,100.00%
20160220-0320,100.00%
20160222-0838,100.00%
20160224-1652,100.00%
20160225-1237,100.00%
20160225-1721,100.00%
20160225-2210,100.00%
20160301-1607,100.00%
20160301-2106,0.00%
20160302-1541,100.00%
20160302-2146,0.00%
20160304-1418,100.00%
20160415-1648,100.00%
20160418-1454,100.00%
20160419-1035,100.00%
20160419-1329,100.00%
20160419-1822,100.00%
20160420-1914,100.00%
20160421-0742,100.00%
20160423-1904,100.00%
20160424-1356,100.00%
20160424-1702,100.00%
20160425-1723,100.00%
20160426-0925,100.00%
20160428-1327,100.00%
20160429-1625,100.00%
20160502-0831,100.00%
20160502-2223,100.00%
20160503-0538,100.00%
20160503-0932,100.00%
20160503-2248,100.00%
20160504-0650,100.00%
20160504-1706,100.00%
20160505-0710,100.00%
20160505-1952,100.00%
20160509-1251,100.00%
20160512-1052,100.00%
20160517-1133,100.00%
20160520-1621,100.00%
20160521-0727,100.00%
20160525-1000,100.00%
20160527-1542,100.00%
20160602-1123,100.00%
20160606-0820,100.00%
20160608-1219,100.00%
20160608-1456,100.00%
20160609-1444,100.00%
20160609-2239,100.00%
20160610-1230,100.00%
20160610-1639,100.00%
20160614-0937,100.00%
20160621-1758,72.00%
20160622-1028,100.00%
20160622-1843,100.00%
20160623-0700,100.00%
20160623-1416,100.00%
20160623-1759,100.00%
20160706-1234,100.00%
20160711-0608,100.00%
20160711-1446,100.00%
20160711-2318,100.00%
20160712-0858,100.00%
20160712-1114,100.00%
20160714-1757,100.00%
20160714-2126,100.00%
20160719-1132,100.00%
20160720-0921,100.00%
20160726-0334,100.00%
20160812-0908,100.00%
20160815-0916,100.00%
20160818-0718,100.00%
20160825-1740,100.00%
20160826-1112,100.00%
20160902-1411,100.00%
20160907-1047,100.00%
20160908-1223,100.00%
20160913-1432,100.00%
20160916-1120,100.00%
20161001-1216,100.00%
20161019-1915,100.00%
20161019-2031,100.00%
20161020-1036,100.00%
20161024-1019,100.00%
20161025-2145,100.00%
20161026-0833,100.00%
20161028-1707,100.00%
20161101-0648,90.91%
20161107-1431,100.00%
20161109-0559,100.00%
20161113-0314,100.00%
20161113-0829,100.00%
20161114-1514,100.00%
20161117-0311,100.00%
20161118-2311,100.00%
20161127-1442,100.00%
20161128-1230,100.00%
20161128-1354,86.36%
20161201-0220,100.00%
20161208-0150,100.00%
20161229-0816,100.00%
20170105-0241,100.00%
20170105-0641,100.00%
20170105-0940,100.00%
20170109-1137,100.00%
20170117-0409,100.00%
20170119-1121,100.00%
20170119-1735,100.00%
20170207-1842,100.00%
20170209-1150,100.00%
20170209-1434,100.00%
20170215-1150,100.00%
20170217-1054,100.00%
20170220-0720,100.00%
20170221-0047,100.00%
20170221-0828,100.00%
20170223-1158,100.00%
20170223-1344,100.00%
20170308-0739,100.00%
20170310-1844,100.00%
20170316-1704,100.00%
20170321-1902,100.00%
20170327-1126,100.00%
20170331-2053,100.00%
20170405-1243,100.00%
20170419-1406,100.00%
20170419-1546,100.00%
20170420-0113,100.00%
20170428-1451,100.00%
20170501-1517,100.00%
20170501-1701,100.00%
20170505-1253,100.00%
20170505-1440,100.00%
20170511-1027,100.00%
20170525-0841,100.00%
20170627-1214,100.00%
20170706-0855,100.00%
20170717-0230,100.00%
20170717-1836,100.00%
20170718-1204,100.00%
20170718-1706,100.00%
20170719-1627,100.00%
20170719-1746,100.00%
20170802-0652,100.00%
20170807-0358,100.00%
20170807-0630,100.00%
20170810-0932,100.00%
20170911-1056,100.00%
20170913-1848,100.00%
20170914-1029,100.00%
20170914-1818,100.00%
20170914-2202,100.00%
20170915-1009,100.00%
20170919-0915,100.00%
20170922-1157,100.00%
20170926-0934,100.00%
20170927-0314,100.00%
20170927-0426,100.00%
20171017-1313,100.00%
20171026-0955,100.00%
20171101-0635,100.00%
20171101-1627,100.00%
20171120-1648,100.00%
20171126-1514,100.00%
20171127-1533,100.00%
20171129-1049,100.00%
20171201-0843,100.00%
20180115-1058,100.00%
20180117-0653,100.00%
20180118-0718,100.00%
20180118-1608,100.00%
20180119-1324,100.00%
20180122-1313,100.00%
20180207-0945,100.00%
20180214-0702,100.00%
20180308-0057,100.00%
20180314-0826,100.00%
20180418-0653,100.00%
20180802-1556,100.00%
20180809-0454,100.00%
20180818-1314,100.00%
