20151001-1252,86.36%
20151002-0055,86.36%
20151003-1122,86.36%
20151007-0741,100.00%
20151008-1305,100.00%
20151016-1446,100.00%
20151019-0809,100.00%
20151019-1138,100.00%
20151019-1430,100.00%
20151020-0907,100.00%
20151026-0919,100.00%
20151026-1810,100.00%
20151027-0741,100.00%
20151028-1031,100.00%
20151029-1316,100.00%
20151102-0825,100.00%
20151102-1036,100.00%
20151104-0914,68.18%
20151104-1402,68.18%
20151110-1806,100.00%
20151111-1059,100.00%
20151111-1449,100.00%
20151113-0631,100.00%
20151117-1322,100.00%
20151118-1141,100.00%
20151119-1524,100.00%
20151121-1155,100.00%
20151121-1603,6.25%
20151122-0800,100.00%
20151123-1430,90.91%
20151124-1431,100.00%
20151126-1245,100.00%
20151203-1128,100.00%
20151204-0608,100.00%
20151204-0807,81.82%
20151207-1059,100.00%
20151207-1436,100.00%
20151208-1103,100.00%
20151208-1219,100.00%
20151208-2201,100.00%
20151209-1213,100.00%
20151215-1413,0.00%
20151216-0951,100.00%
20151218-1008,100.00%
20151218-1114,100.00%
20151221-1400,100.00%
20151229-0901,81.82%
20151229-1310,90.91%
20160104-0949,100.00%
20160108-0919,95.45%
20160109-1619,100.00%
20160114-1044,100.00%
20160118-0401,100.00%
20160119-0909,100.00%
20160119-1410,100.00%
20160119-1613,95.45%
20160121-1430,100.00%
20160122-0856,100.00%
20160125-1315,100.00%
20160126-1443,100.00%
20160126-1710,100.00%
20160129-1500,100.00%
20160205-1224,100.00%
20160208-1031,100.00%
20160209-1704,100.00%
20160210-0745,100.00%
20160222-2240,100.00%
20160223-0939,100.00%
20160225-0509,100.00%
20160225-1112,100.00%
20160226-1526,100.00%
20160302-1828,100.00%
20160303-1520,100.00%
20160307-1202,100.00%
20160307-2039,75.00%
20160308-1217,100.00%
20160309-0244,100.00%
20160309-0709,100.00%
20160310-0116,100.00%
20160310-0814,100.00%
20160310-0918,100.00%
20160310-2248,100.00%
20160311-1721,100.00%
20160313-1626,100.00%
20160314-1329,100.00%
20160315-0959,100.00%
20160315-1254,100.00%
20160316-1138,100.00%
20160317-0612,100.00%
20160319-1256,100.00%
20160321-0830,100.00%
20160321-2214,100.00%
20160322-2232,100.00%
20160323-1220,100.00%
20160323-1309,100.00%
20160325-0014,100.00%
20160330-0921,100.00%
20160331-1433,100.00%
20160331-2041,100.00%
20160401-1129,100.00%
20160402-1054,100.00%
20160402-2118,100.00%
20160403-2227,100.00%
20160404-1608,100.00%
20160405-1444,100.00%
20160407-1201,95.45%
20160407-1306,100.00%
20160407-1730,100.00%
20160408-1033,100.00%
20160408-2042,100.00%
20160410-1959,100.00%
20160411-0914,100.00%
20160411-1113,100.00%
20160412-0752,0.00%
20160412-1158,100.00%
20160412-1642,100.00%
20160413-0819,100.00%
20160413-1556,100.00%
20160414-0848,100.00%
20160414-0959,100.00%
20160414-1421,100.00%
20160415-0854,100.00%
20160415-1124,100.00%
20160416-0049,0.00%
20160417-1310,100.00%
20160418-0035,100.00%
20160420-1647,100.00%
20160421-1611,100.00%
20160422-0754,100.00%
20160422-1013,100.00%
20160422-2322,100.00%
20160424-1937,100.00%
20160424-2054,100.00%
20160425-0638,100.00%
20160427-0912,100.00%
20160428-1931,100.00%
20160428-2326,100.00%
20160429-0139,100.00%
20160502-0801,100.00%
20160502-1637,100.00%
20160503-1500,100.00%
20160503-1614,100.00%
20160504-1044,100.00%
20160505-1254,100.00%
20160506-1830,0.00%
20160506-2153,0.00%
20160508-0452,100.00%
20160512-1142,100.00%
20160513-1010,100.00%
20160516-1717,100.00%
20160519-1100,100.00%
20160519-1340,100.00%
20160528-1322,100.00%
20160601-0927,100.00%
20160606-1523,100.00%
20160607-0826,100.00%
20160608-0958,100.00%
20160609-1319,100.00%
20160612-1410,95.45%
20160613-0937,95.45%
20160613-1318,95.45%
20160621-1034,100.00%
20160621-1518,72.00%
20160622-0832,72.00%
20160622-1448,100.00%
20160622-1610,100.00%
20160623-0926,100.00%
20160623-1749,100.00%
20160623-1942,100.00%
20160624-0903,100.00%
20160624-1546,100.00%
20160712-1429,100.00%
20160714-1844,100.00%
20160719-0710,100.00%
20160719-1126,100.00%
20160719-1643,100.00%
20160722-1459,100.00%
20160724-0539,100.00%
20160727-1111,0.00%
20160804-1417,100.00%
20160808-1704,100.00%
20160809-0912,100.00%
20160811-1222,100.00%
20160822-1111,100.00%
20160822-1724,100.00%
20160823-1149,100.00%
20160826-1643,100.00%
20160830-1851,100.00%
20160906-1421,100.00%
20160907-1840,100.00%
20160908-0607,100.00%
20160919-1936,100.00%
20160919-2051,100.00%
20160920-1116,100.00%
20160927-1530,100.00%
20160929-1116,100.00%
20161001-2158,100.00%
20161005-0803,100.00%
20161011-1940,100.00%
20161021-0344,100.00%
20161031-0457,100.00%
20161031-1011,100.00%
20161031-1256,100.00%
20161111-1226,32.50%
20161111-1226,41.46%
20161112-0841,100.00%
20161113-0641,100.00%
20161113-0854,100.00%
20161113-1640,100.00%
20161120-2055,100.00%
20161127-0556,100.00%
20161206-0749,100.00%
20161208-0206,100.00%
20161227-0624,100.00%
20161228-0245,100.00%
20170201-1559,100.00%
20170206-1333,100.00%
20170208-1109,100.00%
20170210-2114,100.00%
20170213-0929,100.00%
20170215-1828,100.00%
20170221-0602,100.00%
20170223-1446,100.00%
