PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_ClusterSyncIntervals
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,clusterCTT_config_setup
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,createCluster
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_001
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_002
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_003
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_004
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_012
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_012_Expiry
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_005
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_006
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_007
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_008
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_010_RM
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_012_Expiry
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_009_DS
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_011_RM
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_010_RMU
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_011_RMU
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_013_Expiry
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_014_FQ
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_014_FQU
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_015_FQ
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,deleteAllRetained
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCM_001
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCM_003
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_017_sharedM
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_017b_sharedM
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTT_018_sharedM
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTTv5_001
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTTv5_002
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_clusterCTTv5_003
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,tearDown
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,clusterCTT_config_cleanup
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_ClusterSyncIntervals
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,clusterCTT_config_setup
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,createCluster
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,restapi
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_basicClientSet
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,restapi
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_multiClientSet
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,restapi
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_activeClientSet
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,restapi
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,testmqtt_activeCloseConn
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,restapi
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,tearDown
PASSED,20210524-0903,NA,ismAutoCluster_of2.sh,CLUSTER,clusterCTT_config_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_M1_LDAP_setup_HA
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_setup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_001
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_clearRetained.xml
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HAretained_007
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HAretained_008
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,stopBoth
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_clearRetained.xml
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_topic_002
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_topic_002_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_queue_003
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_queue_003_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_topictrans_004
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_topictrans_004_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_queuetrans_005
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_queuetrans_005_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_external_ldap_001
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_external_ldap_001_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_external_ldap_002
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_external_ldap_003
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_external_ldap_003_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_policysetup
FAILED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_001
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_001_cleanup
FAILED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_002
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_002_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_oauth_policycleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_policycleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HASamples_001
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_jmsSamples_001_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HASamples_002
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_jmsSamples_001_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_configsetup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_part1
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_crashprimary
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_part2
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_sleep
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_crashprimary2
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_part3
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_restartStandby
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_HA_resync_configcleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_expiry_config_setup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_Expiry_mixed
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_Expiry_swapPrimary
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_Expiry_jms_queues
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_Expiry_queues_swapPrimary
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_expiryDyn_test_jms
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_expiryDyn_test_startStandby
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_Expiry_queues_swapPrimary
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,HA_expiry_config_cleanup
PASSED,20210524-0903,NA,ismAutoJMSHA.sh,HA,jms_DisableHA
